epoch,acc,loss,val_acc,val_loss
0,0.205943281678,5.69933083984,0.188666666667,3.28933434486
1,0.268662047295,2.57677250542,0.314,2.28621102969
2,0.295592542327,2.25035349711,0.246833333333,2.34435128721
3,0.30995071078,2.14964066385,0.326833333333,2.19599955686
4,0.321165797587,2.10086331063,0.274166666667,2.22315388648
5,0.357454103868,2.023363533,0.213833333333,2.3215288461
6,0.37766983357,1.97681335049,0.343666666667,2.12629205926
7,0.39345667548,1.93516103334,0.180833333333,2.74095107524
8,0.407743410258,1.89614059646,0.372,2.0539720672
9,0.414029573571,1.8604968914,0.2635,2.60197376951
10,0.446174726777,1.80905161193,0.312666666667,2.41235278257
11,0.478462747345,1.71113006472,0.4195,1.74641303412
12,0.491677977028,1.65817671631,0.2805,2.44239708265
13,0.514179584282,1.61698768659,0.2175,2.64145442359
14,0.536895492552,1.58485643961,0.4455,1.95323207124
15,0.567897706996,1.53295183552,0.414166666667,1.98528521792
16,0.631473676712,1.40968361566,0.3995,2.11855977376
17,0.674119579972,1.30856149978,0.325833333333,2.56062589836
18,0.703407386255,1.22867448572,0.382,1.98968709151
19,0.723337381259,1.18650811949,0.418,2.17024664879
20,0.750339309955,1.12017688198,0.488666666667,1.72751148224
21,0.755768269171,1.11800511245,0.597666666667,1.48866067441
22,0.777269805012,1.06017696454,0.429,2.27250131385
23,0.789270662199,1.03057878089,0.436666666667,2.04961450068
24,0.797556968359,0.996516888265,0.611333333333,1.71654736694
25,0.817344096028,0.936457359865,0.579666666667,1.5754269468
26,0.820344310316,0.91252058882,0.354833333333,2.39778433704
27,0.83813129511,0.873323129419,0.315,2.99438950507
28,0.839202800209,0.861771058577,0.360666666667,2.43031711197
29,0.842488749213,0.84149487737,0.2905,2.99283144855
30,0.846631902292,0.834114533019,0.610333333333,1.49773130163
31,0.8550610758,0.808538807274,0.325,2.92354054515
32,0.855489677847,0.81142198546,0.43,2.53208880297
33,0.861847274818,0.782917072381,0.574166666667,1.54935077333
34,0.866990499321,0.765095049274,0.549833333333,1.65942197673
35,0.873348096297,0.750936038111,0.3575,2.33297169145
36,0.867704836064,0.749590590061,0.477,2.23966334184
37,0.872062290172,0.733522129009,0.455333333333,1.89987255828
38,0.865490392179,0.770333732756,0.524,1.70922075478
39,0.875419672838,0.737142206384,0.510333333333,1.67101319615
40,0.873419529979,0.739778304953,0.666,1.3445730842
41,0.87377669834,0.734225252252,0.667,1.56552560298
42,0.879705693268,0.716625559121,0.493666666667,1.81510321776
43,0.886206157587,0.692398146137,0.3205,2.62440119267
44,0.884491749411,0.696128556584,0.307,2.75523182583
45,0.888206300454,0.68476777998,0.3555,2.44008478514
46,0.882991642269,0.696731336087,0.210166666667,3.69514386431
47,0.89363525967,0.670326833351,0.5665,1.47024782356
48,0.884348882072,0.682966088297,0.605666666667,1.43000294447
49,0.885348953509,0.690464893663,0.242333333333,3.2103151741
50,0.892706621906,0.662253595913,0.653,1.44401204666
51,0.890135009648,0.666664168076,0.427,2.64335337321
52,0.895635402533,0.650552960947,0.531166666667,1.72950359122
53,0.889920708622,0.671317252434,0.4495,1.97230930773
54,0.894063861709,0.644748925639,0.342666666667,2.51087337875
55,0.887849132094,0.663666003653,0.334,3.67149609502
56,0.889849274952,0.656609050546,0.505166666667,1.73622442945
57,0.899707121942,0.629163117845,0.383166666667,2.58078584989
58,0.89584970355,0.63964741426,0.5045,1.86108481232
59,0.897421244387,0.633846143593,0.458166666667,2.06301464081
60,0.899707121946,0.630433611959,0.439,2.1661240689
61,0.905421815857,0.607707029948,0.309666666667,2.60782179546
62,0.890706479043,0.65150457389,0.3815,2.336861269
63,0.901135795414,0.620020762398,0.4255,2.05030559381
64,0.903350239307,0.610857966815,0.341166666667,3.07783259487
65,0.905136081153,0.5994368519,0.496666666667,1.92389691162
66,0.904207443389,0.606801131183,0.350166666667,2.62461050351
67,0.89942138725,0.610706129618,0.563833333333,1.64302043343
68,0.906493320969,0.599843835688,0.494833333333,1.62473829587
69,0.903707407676,0.601351401884,0.383833333333,2.43207151159
70,0.905493249522,0.604231834546,0.345,2.92609479904
71,0.898849917856,0.6108162771,0.5005,1.80198121421
72,0.905707550548,0.589495894807,0.420166666667,2.65919151942
73,0.908422030145,0.574985519704,0.675833333333,1.21595554066
74,0.903493106659,0.593095998443,0.280333333333,3.02646314176
75,0.906779055655,0.590675068818,0.389833333333,2.11496405252
76,0.909422101579,0.579890521197,0.529333333333,1.75521527576
77,0.909636402604,0.571594116658,0.4695,2.07110316404
78,0.905421815848,0.587803418738,0.554833333333,1.9163431495
79,0.904278877063,0.593278515202,0.467,1.87628035641
80,0.905278948501,0.596451535609,0.479,2.01501790937
81,0.910636474034,0.574537916265,0.364166666667,2.31988675976
82,0.915493963863,0.551264290137,0.540833333333,1.56506086556
83,0.906350453621,0.578809046159,0.601666666667,1.46960229333
84,0.910636474042,0.561791523779,0.582666666667,1.45763372008
85,0.912993785279,0.562812635729,0.742666666667,1.05590642452
86,0.911779412815,0.550816621391,0.497333333333,1.83534389226
87,0.911350810776,0.561698771586,0.3945,2.29743795172
88,0.913065218944,0.558139131849,0.354166666667,2.47208788268
89,0.912065147519,0.559000871413,0.526666666667,1.63473397668
90,0.914779627125,0.546431489787,0.460166666667,1.97258673477
91,0.9058504179,0.571612143369,0.4905,1.77475798384
92,0.910136438321,0.56995151876,0.472166666667,2.06756290579
93,0.914065290391,0.554032155851,0.483166666667,1.97107482719
94,0.914208157726,0.545793937631,0.458833333333,2.0161045084
95,0.917208372027,0.536988478189,0.673333333333,1.2694769365
96,0.914279591408,0.544645016981,0.639333333333,1.39462013054
97,0.912993785283,0.538460052403,0.405166666667,2.8071704464
98,0.915565397533,0.537058438746,0.363833333333,2.50960609357
99,0.912208014858,0.549993731753,0.478833333333,2.02125280031
