epoch,acc,loss,val_acc,val_loss
0,0.192299449964,6.40704876062,0.166666666667,5.07883276367
1,0.231516536906,3.47646310577,0.208166666667,3.03055163129
2,0.258375598272,2.5883124616,0.280666666667,2.36144546509
3,0.273233802418,2.30449972738,0.305333333333,2.2346423041
4,0.283520251457,2.20459796746,0.281833333333,2.197899388
5,0.293449532113,2.16034591446,0.3465,2.12613947678
6,0.301735838304,2.11121200584,0.218833333333,2.30691929563
7,0.314022430188,2.04468849368,0.220666666667,2.24795623334
8,0.316594042442,2.01581792094,0.238833333333,2.17433831914
9,0.326237588403,2.00013656027,0.307,2.09901257833
10,0.328737766987,1.97870606105,0.3065,2.0722607104
11,0.346024716058,1.93854102504,0.362666666667,2.0229779892
12,0.359882848805,1.88299684915,0.258666666667,2.14065590795
13,0.374455318243,1.89047375785,0.393166666667,1.98005343183
14,0.408743481699,1.81778129909,0.3075,2.26231012917
15,0.438674191016,1.77393834064,0.363833333333,2.08113804436
16,0.480248589196,1.69790492679,0.493,1.72219557285
17,0.54146724769,1.5427958305,0.529333333333,1.68387215583
18,0.599328523487,1.43026821328,0.4415,2.04506650988
19,0.640760054315,1.33833832924,0.218166666667,4.0093559049
20,0.682691620847,1.27284379369,0.431833333333,1.89989845022
21,0.713622401617,1.22552819238,0.41,2.2896041158
22,0.750553610989,1.15119095002,0.525166666667,1.81849283346
23,0.780412886648,1.06212862898,0.345166666667,2.50061105347
24,0.789984998937,1.0382340987,0.358666666667,2.41991543261
25,0.812129437834,0.952123284331,0.456833333333,1.94106834539
26,0.823344524613,0.927568350786,0.3635,3.28700173505
27,0.834202443044,0.900165681294,0.511666666667,1.7737997694
28,0.840417172685,0.883477886504,0.323333333333,2.95937394714
29,0.851489392108,0.838192247805,0.259333333333,3.50023655128
30,0.854489606409,0.837019656759,0.542833333333,1.90886837641
31,0.857704121727,0.811242631754,0.574666666667,1.59872704124
32,0.865133223819,0.783815048011,0.648166666667,1.42030600262
33,0.858489892148,0.821588214597,0.542333333333,1.70169470787
34,0.873633830996,0.758987850211,0.385666666667,2.62133418401
35,0.878919922856,0.751258085771,0.529,1.70177909247
36,0.884134581063,0.724830556481,0.5575,1.63295907307
37,0.888063433107,0.706401144149,0.4485,2.24862113063
38,0.88327737696,0.73059037887,0.4665,2.09908116722
39,0.882705907573,0.73198701699,0.410666666667,3.01424289831
