epoch,acc,loss,val_acc,val_loss
0,0.254303878855,6.44152532379,0.135833333333,5.21996979141
1,0.332166583353,3.52283278843,0.305833333333,2.98745802116
2,0.374526751913,2.56339080607,0.296666666667,2.5449522438
3,0.408243445967,2.2260694547,0.2125,2.7036867129
4,0.441317236971,2.03936672488,0.293,2.44815029589
5,0.463318808488,1.93490499293,0.2505,2.62136920039
6,0.496821201531,1.85361032024,0.504833333333,1.90775732104
7,0.552182298765,1.71156289568,0.351333333333,2.39406302516
8,0.585827559118,1.60657777643,0.4585,1.92007966868
9,0.607043360246,1.55912487695,0.346166666667,2.42889301745
10,0.639974283903,1.49328659441,0.4465,2.16703239123
11,0.67119079936,1.41308071961,0.3225,2.57546563212
12,0.698478462777,1.34110685549,0.341,2.35028208605
13,0.72090863634,1.29079919299,0.504166666667,1.86767976761
14,0.737195513978,1.26300432508,0.241666666667,2.84563408089
15,0.756482605922,1.21382217053,0.4275,2.01587647629
16,0.768626330461,1.17606562532,0.535,1.83576169586
17,0.773626687629,1.16309092758,0.484333333333,1.94382930756
18,0.796128294882,1.09169456253,0.330333333333,2.79100243251
19,0.804557468403,1.08159588649,0.591833333333,1.90296758397
20,0.804628902077,1.06233986658,0.236,4.1795017662
21,0.812558039877,1.04114153319,0.427333333333,2.23817870649
22,0.821630116462,1.01808889633,0.534333333333,1.93467975235
23,0.826916208309,0.996005628035,0.265,4.41384367625
24,0.827130509331,1.00895648989,0.538166666667,2.04573515511
25,0.8430602186,0.962244096948,0.635666666667,1.5182341334
26,0.846060432897,0.939390276043,0.340333333333,3.2022095693
27,0.85591827989,0.920674207083,0.697833333333,1.40384263039
28,0.859989999303,0.909108576072,0.359333333333,3.5426749115
29,0.869204943227,0.85917136256,0.49,2.3208563722
30,0.87056218303,0.842893793418,0.408666666667,2.17946505547
31,0.867704836064,0.855712780561,0.498333333333,2.26906864421
32,0.870847917717,0.857524833604,0.435666666667,2.30495241292
33,0.879205657551,0.838960615292,0.492833333333,2.23921023178
34,0.883420244307,0.804683187662,0.549,1.71299214967
35,0.883205943294,0.800646566682,0.586833333333,1.81480401929
36,0.876991213675,0.82139581209,0.444333333333,2.60594607353
37,0.889134938214,0.776759741004,0.491666666667,1.78244989268
38,0.885920422896,0.781206933909,0.341833333333,3.32904947472
39,0.892635188236,0.755570622574,0.7615,1.16754828707
