epoch,acc,loss,val_acc,val_loss
0,0.203443103094,5.06446676169,0.204166666667,3.09676784388
1,0.241731552264,2.5298898684,0.1655,2.60433378283
2,0.264447460539,2.21849135189,0.204666666667,2.27701449299
3,0.274019572837,2.13516649783,0.202833333333,2.29187588755
4,0.274805343249,2.11036891488,0.17,2.50014574273
5,0.285877562686,2.08831169432,0.141166666667,2.58415445773
6,0.297521251524,2.05647758729,0.314666666667,2.04343394152
7,0.304450317887,2.00917155467,0.238166666667,2.27677447192
8,0.310950782202,1.99728968072,0.243833333333,2.18712010733
9,0.320665761855,1.96450028013,0.283333333333,2.12033710035
10,0.321808700625,1.95901349972,0.176166666667,2.26147257423
