epoch,acc,loss,val_acc,val_loss
0,0.27023358812,5.41110047784,0.235,3.28031218592
1,0.354168154879,2.56938994662,0.197,2.94790981738
2,0.399099935739,2.14700549732,0.352833333333,2.19938997269
3,0.436031145097,1.99488327959,0.3545,2.17350820859
4,0.484606043302,1.83397249697,0.314166666667,2.28209948254
5,0.528180584349,1.71359712139,0.357666666667,2.18049304835
6,0.566540467202,1.63464186332,0.243,2.81243581772
7,0.601042931646,1.53607868594,0.343,2.25326992893
8,0.62004428888,1.49556573157,0.375333333333,2.15388373439
9,0.645046074745,1.43252474176,0.544166666667,1.71768294557
10,0.657118365619,1.40539249564,0.377,2.17669362609
11,0.682834488195,1.33283652237,0.373333333333,2.29824805037
12,0.698049860711,1.2899953812,0.386833333333,2.10661614291
13,0.725337524122,1.22042543075,0.537333333333,1.64947864246
14,0.735552539484,1.19714465487,0.274833333333,3.02007519118
15,0.751625116092,1.13974157583,0.203666666667,3.41668936857
16,0.773126651921,1.08424107345,0.3455,2.45094287014
17,0.783270233605,1.05103037173,0.500833333333,1.75570649211
18,0.796128294887,1.01162898405,0.323166666667,3.75302920278
19,0.797414101024,0.99985821159,0.519166666667,1.85329208247
