epoch,acc,loss,val_acc,val_loss
0,0.164797485542,4.36647791866,0.113,2.93339582952
1,0.188584898936,2.3816902952,0.1855,2.50089744759
2,0.187870562189,2.30204022703,0.0978333333333,2.57516227086
3,0.193370955068,2.26853765216,0.221833333333,2.21819127528
4,0.195013929581,2.24017925338,0.184333333333,2.23384537061
5,0.200371455104,2.22975634648,0.0991666666667,2.49122454389
6,0.204086006158,2.20634782526,0.120166666667,2.36611556753
7,0.210872205165,2.17693536625,0.110666666667,2.39236763573
8,0.212015143942,2.16732067445,0.225,2.18365563424
9,0.215658261308,2.16080726318,0.163833333333,2.55957850901
10,0.221944424605,2.18108214608,0.252833333333,2.13437374878
11,0.218158439903,2.14808733375,0.165833333333,2.2933476607
